Student_ID,login_frequency,avg_session_duration,completed_assignments,quiz_scores_avg,forum_participation,resource_views,task_completion_time,task_accuracy,error_count,repetition_needed,motion_intensity,safety_violations,attention_span_score,fatigue_level,collaboration_index,performance_score,efficiency_gain,instruction_recommendation,Age,Gender,Grade_Level,ID_Level,Adaptive_Functioning,Independent_Learning,Assistance_Level,Working_Memory,Attention_Control,Processing_Speed,Executive_Function,Reasoning_Skill,Reading_Level,Language_Comprehension,Vocabulary_Level,Communication_Mode,Motivation,Emotional_Regulation,Social_Interaction,Sensory_Sensitivity,Preferred_Learning_Mode,Prompt_Dependency,Repetition_Need,Activity_Duration,Literacy_Level,Numeracy_Level,Daily_Living_Skills,Task_Complexity_Tolerance,Recommended_Difficulty,Recommended_Content,Visual_Support,Audio_Support,Session_Length
S405,23,47.7,4,69.1,16,53,28.8,95.5,7,3,0.68,1,0.66,0.76,0.7,61.4,8.7,Competency-Based,11,Female,10,Mild,4,High,Minimal,8.0,4,10,7.0,8.0,Beginner,Medium,Medium,Verbal,5,7,6,High,Mixed,Low,Medium,Medium,4,10,6,Medium,Medium,Quiz,No,Yes,15
S406,3,41.7,6,53.9,12,50,15.4,76.7,5,2,0.75,1,0.84,0.29,0.44,59.3,10.3,Competency-Based,15,Female,4,Severe,2,Low,Minimal,3.0,7,3,4.0,1.0,Intermediate,Low,Medium,Verbal,1,1,1,Low,Hands-on,High,High,Medium,4,2,3,Easy,Easy,Worksheet,Yes,Yes,10
S407,3,19.6,7,86.7,18,53,23.9,97.3,1,3,0.72,0,0.62,0.38,0.59,77.2,7.7,Adaptive,15,Male,3,Mild,4,High,Minimal,5.0,7,7,6.0,6.0,Intermediate,High,High,Non-verbal,8,6,6,Medium,Audio,Medium,Low,Medium,8,7,8,High,Medium,Story,Yes,No,20
S408,17,56.3,3,66.8,18,12,19.9,79.5,7,2,0.4,1,0.63,0.75,0.47,55.9,15.4,Competency-Based,17,Female,7,Mild,4,High,Minimal,6.0,8,7,6.0,8.0,Beginner,High,Medium,Non-verbal,3,3,8,High,Visual,Medium,Medium,Medium,4,7,7,High,Medium,Flashcards,Yes,No,25
S409,4,50.6,4,73.7,9,47,9.3,64.3,7,1,0.52,0,0.61,0.34,0.73,62.3,14.2,Competency-Based,10,Female,6,Mild,4,Medium,Minimal,6.0,7,7,6.0,6.0,Beginner,High,Medium,AAC,3,7,6,High,Visual,Medium,Medium,Medium,5,4,7,High,Medium,Worksheet,Yes,Yes,25
S410,24,16.0,3,55.1,2,24,23.2,89.1,5,2,0.4,1,0.8,0.74,0.87,54.5,12.2,Competency-Based,11,Female,5,Mild,4,High,Minimal,8.0,7,7,4.0,7.0,Intermediate,High,High,Verbal,9,8,8,Low,Visual,Low,Low,Medium,9,5,4,High,Medium,Quiz,Yes,Yes,30
S411,18,44.3,2,50.1,13,37,23.2,85.8,7,1,0.43,0,0.7,0.79,0.85,50.3,10.9,Competency-Based,13,Female,3,Mild,4,High,Minimal,5.0,4,8,4.0,7.0,Beginner,High,Medium,Verbal,4,8,5,High,Mixed,Medium,Low,Medium,7,6,7,High,Medium,Quiz,No,Yes,20
S412,10,49.7,3,78.7,18,30,28.5,89.4,2,2,0.55,1,0.92,0.56,0.65,67.9,18.6,Adaptive,18,Male,12,Mild,4,High,Minimal,8.0,5,9,4.0,7.0,Intermediate,High,High,Verbal,6,9,8,High,Audio,Medium,Low,Medium,6,6,6,High,Medium,Quiz,Yes,Yes,30
S413,15,31.8,2,73.2,4,43,18.9,96.2,3,3,0.33,1,0.54,0.67,0.58,65.4,5.4,Competency-Based,12,Female,8,Severe,2,Medium,Full,1.0,1,3,4.0,5.0,Beginner,Low,Medium,AAC,3,1,2,Medium,Visual,High,High,Short,4,2,2,Easy,Hard,Video,Yes,No,10
S414,23,18.1,2,76.7,4,25,13.1,89.5,7,3,0.41,1,0.46,0.62,0.79,65.4,16.5,Competency-Based,10,Male,5,Moderate,2,Medium,Partial,6.0,7,5,6.0,3.0,Beginner,Medium,Medium,Verbal,5,3,3,Medium,Audio,Medium,High,Medium,6,5,4,High,Easy,Video,Yes,No,15
S415,3,18.5,3,85.7,19,57,9.0,83.2,3,2,0.77,1,0.62,0.59,0.71,68.1,18.5,Adaptive,11,Female,7,Moderate,2,High,Partial,5.0,6,7,5.0,1.0,Beginner,High,Medium,Verbal,5,6,5,High,Visual,Low,High,Medium,3,5,4,Medium,Easy,Story,Yes,Yes,15
S416,18,19.7,4,79.1,16,53,17.1,92.6,5,3,0.53,0,0.74,0.31,0.41,73.7,11.7,Adaptive,14,Male,9,Moderate,2,Medium,Partial,6.0,5,5,5.0,5.0,Beginner,Medium,Medium,AAC,6,3,4,Low,Hands-on,Medium,High,Short,3,4,5,Medium,Easy,Video,Yes,No,10
S417,9,52.8,9,57.9,9,46,14.6,85.6,6,3,0.52,0,0.87,0.14,0.79,66.4,13.3,Adaptive,11,Female,4,Moderate,2,Medium,Partial,5.0,5,2,6.0,7.0,Emerging,Medium,Low,Verbal,1,5,1,High,Audio,Medium,High,Short,4,7,4,Medium,Easy,Story,Yes,No,15
S418,7,56.0,7,66.2,4,47,24.7,75.5,0,3,0.31,0,0.59,0.34,0.56,63.3,19.2,Competency-Based,10,Male,7,Mild,4,High,Minimal,10.0,10,4,6.0,5.0,Intermediate,High,High,Verbal,7,3,6,Low,Mixed,Medium,Medium,Long,8,6,7,Easy,Medium,Flashcards,No,Yes,30
S419,24,20.5,6,90.8,3,58,15.8,93.7,0,1,0.42,0,0.76,0.57,0.41,74.0,8.2,Adaptive,8,Female,9,Mild,5,High,Minimal,8.0,7,7,7.0,6.0,Beginner,High,Medium,Verbal,4,6,6,Medium,Mixed,Medium,Low,Medium,3,8,5,High,Medium,Worksheet,Yes,No,25
S420,5,25.6,6,84.6,5,45,28.9,68.4,6,3,0.73,0,0.59,0.17,0.47,71.4,12.8,Adaptive,11,Male,5,Severe,1,Low,Full,1.0,3,4,1.0,3.0,Beginner,Medium,Medium,Verbal,1,3,5,High,Audio,Medium,High,Short,4,5,1,Easy,Medium,Video,Yes,No,15
S421,14,22.4,7,75.0,3,13,29.2,87.2,6,1,0.38,0,0.74,0.11,0.46,74.4,12.1,Adaptive,11,Female,9,Severe,2,Low,Full,2.0,5,5,3.0,4.0,Emerging,Low,Low,AAC,3,2,1,Low,Hands-on,High,High,Medium,3,3,2,Easy,Easy,Worksheet,Yes,No,10
S422,18,23.4,8,61.5,6,28,21.7,93.5,6,2,0.51,0,0.89,0.2,0.61,69.1,8.9,Adaptive,9,Male,12,Severe,2,Medium,Full,5.0,1,3,1.0,1.0,Emerging,Low,Low,Verbal,3,3,1,Low,Audio,High,High,Short,1,2,5,Easy,Easy,Quiz,Yes,Yes,10
S423,21,52.7,8,63.6,6,41,28.4,87.8,1,3,0.31,1,0.53,0.6,0.44,60.7,17.3,Competency-Based,17,Female,7,Moderate,3,High,Partial,7.0,5,3,7.0,3.0,Emerging,Medium,Low,Verbal,5,5,3,High,Hands-on,Low,High,Medium,10,6,6,High,Easy,Story,Yes,Yes,25
S424,7,29.9,2,82.9,17,53,24.7,86.5,0,3,0.54,1,0.62,0.78,0.37,64.5,18.5,Competency-Based,10,Male,9,Moderate,1,High,Partial,3.0,7,5,6.0,1.0,Beginner,Medium,Medium,AAC,7,5,8,Low,Visual,Low,High,Medium,7,2,2,Medium,Easy,Video,Yes,No,30
S425,24,29.0,2,88.3,2,45,20.0,88.6,6,3,0.31,1,0.95,0.79,0.37,66.5,16.7,Competency-Based,12,Female,9,Moderate,2,Medium,Partial,6.0,3,3,4.0,6.0,Beginner,Medium,Medium,Non-verbal,6,5,3,Low,Hands-on,Low,High,Short,4,4,5,Medium,Medium,Flashcards,Yes,No,25
S426,16,25.2,4,80.2,0,21,12.0,77.7,1,2,0.71,1,0.88,0.45,0.65,67.3,7.9,Adaptive,16,Female,9,Mild,4,High,Minimal,8.0,9,9,4.0,4.0,Beginner,High,Medium,Non-verbal,6,5,3,High,Mixed,Medium,Medium,Long,8,7,5,High,Medium,Video,No,Yes,30
S427,7,42.4,5,86.4,3,28,18.1,93.2,4,1,0.71,0,0.71,0.71,0.74,68.9,6.3,Competency-Based,15,Male,12,Mild,4,High,Minimal,6.0,5,10,7.0,3.0,Beginner,High,High,Non-verbal,8,6,7,Low,Visual,Medium,Medium,Short,5,5,8,High,Medium,Story,Yes,Yes,25
S428,17,32.1,3,84.5,5,25,20.3,67.7,7,1,0.69,0,0.68,0.62,0.49,62.0,14.1,Competency-Based,17,Female,9,Mild,4,High,Minimal,7.0,6,6,9.0,7.0,Intermediate,High,High,Verbal,7,3,4,Low,Audio,Medium,Medium,Medium,10,6,4,High,Medium,Story,Yes,No,25
S429,19,48.5,2,56.7,8,55,27.0,64.8,1,3,0.44,0,0.56,0.45,0.32,54.0,5.9,Competency-Based,16,Female,4,Moderate,2,Low,Partial,6.0,6,5,5.0,1.0,Beginner,Medium,Medium,AAC,4,3,5,Medium,Visual,Medium,High,Short,8,5,5,Medium,Easy,Story,Yes,No,15
S430,16,24.3,6,69.1,13,43,18.6,70.8,0,2,0.72,1,0.68,0.5,0.38,59.9,15.1,Competency-Based,8,Female,3,Moderate,2,Medium,Full,6.0,1,3,8.0,7.0,Beginner,Medium,Medium,AAC,5,2,6,High,Audio,Medium,High,Short,6,4,4,Medium,Easy,Quiz,Yes,No,10
S431,22,50.5,4,56.9,11,59,27.7,80.2,5,2,0.57,0,0.87,0.2,0.85,63.3,13.0,Competency-Based,8,Female,12,Moderate,2,Medium,Partial,7.0,4,4,7.0,3.0,Beginner,Medium,Medium,AAC,6,4,1,High,Audio,Low,High,Short,4,3,1,Medium,Easy,Worksheet,Yes,Yes,10
S432,7,42.2,3,60.6,19,45,22.8,79.4,4,2,0.49,1,0.78,0.76,0.6,53.5,14.9,Competency-Based,12,Male,10,Moderate,3,High,Minimal,6.0,9,9,7.0,8.0,Beginner,Medium,Medium,Non-verbal,7,7,7,Medium,Mixed,Low,Medium,Long,6,7,7,High,Medium,Worksheet,No,Yes,25
S433,14,20.1,4,89.1,3,43,11.0,91.2,0,2,0.61,0,0.56,0.35,0.57,77.0,13.9,Adaptive,17,Female,6,Moderate,2,Medium,Partial,5.0,1,5,6.0,6.0,Beginner,Medium,Medium,AAC,2,3,2,Medium,Hands-on,Low,High,Short,4,1,1,Medium,Medium,Worksheet,Yes,No,15
S434,18,33.7,3,71.3,11,17,29.9,75.4,7,2,0.31,0,0.51,0.41,0.32,63.2,11.3,Competency-Based,8,Male,11,Mild,4,High,Minimal,7.0,9,6,8.0,6.0,Intermediate,High,High,Verbal,6,7,4,High,Audio,Medium,Low,Long,8,5,6,High,Medium,Quiz,Yes,Yes,15
S435,18,53.9,3,74.1,9,15,19.6,78.4,1,1,0.37,0,0.55,0.57,0.74,62.7,8.0,Competency-Based,13,Female,8,Mild,4,Low,Minimal,8.0,6,6,5.0,5.0,Beginner,High,Medium,Verbal,4,7,7,Low,Audio,Low,Medium,Medium,5,5,8,High,Medium,Video,No,Yes,20
S436,23,56.5,7,58.0,6,50,16.6,60.5,2,1,0.67,0,0.49,0.33,0.62,55.6,9.6,Competency-Based,18,Female,12,Moderate,1,Medium,Partial,6.0,5,3,5.0,5.0,Emerging,Low,Low,AAC,5,8,5,Medium,Mixed,High,High,Short,3,6,4,Medium,Easy,Quiz,Yes,Yes,15
S437,9,36.0,2,64.1,2,23,22.5,75.6,3,1,0.42,1,0.45,0.28,0.42,63.4,12.9,Competency-Based,9,Male,7,Moderate,2,High,Partial,10.0,6,6,6.0,5.0,Emerging,Medium,Medium,Verbal,5,6,2,Medium,Mixed,Medium,High,Short,4,3,7,Medium,Easy,Video,Yes,No,10
S438,6,36.6,9,60.4,13,15,10.4,84.6,7,3,0.6,1,0.63,0.54,0.37,59.0,14.8,Competency-Based,13,Male,11,Moderate,3,High,Partial,7.0,8,5,7.0,5.0,Beginner,Medium,Medium,Verbal,4,6,6,Medium,Hands-on,Low,Medium,Long,4,5,5,High,Medium,Quiz,No,No,20
S439,3,56.3,4,59.3,9,17,22.0,60.6,0,2,0.49,0,0.46,0.12,0.53,60.5,16.7,Competency-Based,13,Female,11,Severe,2,Low,Minimal,4.0,1,4,2.0,3.0,Beginner,Low,Medium,Non-verbal,1,1,5,Low,Visual,High,High,Short,4,1,1,Easy,Easy,Worksheet,Yes,Yes,10
S440,7,41.4,9,78.7,15,50,19.0,70.7,6,3,0.73,1,0.49,0.6,0.8,61.1,16.5,Competency-Based,12,Female,9,Severe,2,Low,Full,4.0,3,3,4.0,1.0,Emerging,Low,Low,Verbal,5,2,2,Medium,Mixed,Medium,High,Short,2,3,2,Easy,Hard,Flashcards,Yes,No,10
S441,12,16.5,4,61.6,15,49,16.9,67.9,1,2,0.78,0,0.7,0.46,0.82,56.7,19.6,Competency-Based,18,Male,3,Mild,4,High,Minimal,6.0,8,7,7.0,7.0,Intermediate,High,High,Verbal,7,7,5,Medium,Visual,Low,Medium,Medium,5,8,6,High,Medium,Video,Yes,No,30
S442,24,56.1,7,78.4,9,5,29.0,61.6,6,1,0.74,0,0.49,0.52,0.66,59.8,9.3,Competency-Based,12,Male,7,Severe,2,Low,Full,1.0,1,4,10.0,3.0,Emerging,Low,Low,Verbal,2,1,1,High,Hands-on,High,High,Short,1,1,3,Easy,Easy,Worksheet,Yes,Yes,10
S443,7,26.2,6,52.6,12,44,19.5,78.2,6,3,0.44,0,0.44,0.54,0.74,54.1,6.1,Competency-Based,16,Male,12,Moderate,2,Medium,Partial,4.0,1,5,5.0,6.0,Beginner,Medium,Medium,Verbal,3,6,6,Low,Mixed,Low,High,Short,3,5,3,Medium,Easy,Quiz,Yes,No,10
S444,6,41.0,9,56.4,5,48,12.8,66.9,6,1,0.4,0,0.57,0.47,0.37,53.6,10.2,Competency-Based,16,Female,5,Moderate,2,Medium,Partial,6.0,5,4,6.0,4.0,Beginner,Medium,Medium,Non-verbal,1,1,2,Medium,Mixed,Medium,High,Short,5,4,6,Medium,Easy,Worksheet,Yes,No,15
S445,4,22.4,6,62.4,11,23,18.1,88.2,6,2,0.54,1,0.52,0.51,0.65,61.6,16.1,Competency-Based,11,Female,9,Mild,5,High,Minimal,6.0,5,7,8.0,6.0,Beginner,High,Medium,AAC,3,8,8,Medium,Audio,Low,Medium,Medium,6,5,5,High,Medium,Flashcards,No,Yes,20
S446,22,16.5,8,76.9,8,16,28.2,92.2,6,2,0.3,0,0.68,0.58,0.7,67.2,11.6,Adaptive,8,Male,12,Moderate,2,Medium,Partial,1.0,3,6,6.0,3.0,Beginner,Medium,Medium,Non-verbal,7,3,6,High,Hands-on,Low,High,Medium,5,4,2,Medium,Easy,Worksheet,Yes,Yes,20
S447,12,29.0,2,80.4,12,12,11.9,80.7,4,2,0.31,0,0.46,0.63,0.42,64.4,17.3,Competency-Based,18,Male,4,Mild,5,High,Minimal,5.0,7,7,8.0,5.0,Beginner,High,Medium,Verbal,6,7,5,Medium,Audio,Medium,Low,Long,7,8,2,High,Medium,Flashcards,No,No,20
S448,21,50.1,2,69.9,3,12,12.7,97.3,0,1,0.58,1,0.81,0.61,0.83,66.0,13.2,Competency-Based,13,Male,12,Moderate,1,Medium,Partial,7.0,6,5,4.0,3.0,Emerging,Medium,Medium,Non-verbal,3,7,2,Low,Hands-on,Medium,High,Short,3,6,6,Medium,Medium,Video,Yes,No,10
S449,3,27.5,5,70.1,10,57,8.3,77.1,7,2,0.56,0,0.9,0.71,0.42,57.3,18.9,Competency-Based,13,Female,4,Moderate,2,Low,Partial,6.0,5,4,1.0,6.0,Beginner,Medium,Medium,Verbal,2,5,4,High,Hands-on,Medium,High,Medium,5,3,2,Easy,Easy,Quiz,Yes,Yes,15
S450,7,24.9,7,82.6,19,49,8.3,79.5,0,1,0.8,1,0.81,0.23,0.49,73.3,19.2,Adaptive,13,Male,7,Severe,2,Low,Full,1.0,2,2,2.0,4.0,Beginner,Low,Medium,Non-verbal,4,4,4,High,Hands-on,High,High,Short,5,4,2,Easy,Easy,Worksheet,Yes,Yes,10
S451,15,24.6,6,50.7,17,16,26.2,97.6,7,3,0.4,0,0.69,0.38,0.67,62.3,6.0,Competency-Based,14,Female,6,Mild,4,Low,Minimal,9.0,6,6,6.0,6.0,Beginner,High,Medium,AAC,6,6,4,High,Visual,Medium,Medium,Medium,5,9,7,High,Medium,Video,No,No,30
S452,6,38.2,3,65.3,10,52,24.1,68.8,3,2,0.43,0,0.87,0.76,0.68,52.3,11.8,Competency-Based,9,Male,12,Moderate,2,Medium,Partial,4.0,5,5,1.0,3.0,Emerging,Medium,Low,AAC,3,2,6,Medium,Mixed,Medium,High,Medium,4,4,7,Medium,Easy,Worksheet,Yes,No,15
S453,18,58.9,4,86.8,3,37,15.8,95.8,1,2,0.36,0,0.78,0.38,0.72,76.8,14.1,Adaptive,16,Female,12,Severe,2,Low,Full,1.0,5,4,3.0,2.0,Emerging,Low,Low,AAC,2,4,2,Medium,Mixed,High,High,Short,4,4,1,Easy,Easy,Quiz,Yes,Yes,10
S454,18,35.7,2,77.1,17,49,23.4,61.6,2,2,0.76,0,0.41,0.19,0.37,66.3,8.8,Adaptive,8,Male,10,Moderate,2,Medium,Full,3.0,5,2,6.0,4.0,Beginner,Medium,Medium,AAC,3,5,3,Low,Audio,Low,High,Medium,5,5,4,Medium,Hard,Story,Yes,No,30
S455,4,40.1,9,65.2,0,30,16.7,77.0,4,3,0.69,0,0.62,0.47,0.81,60.4,11.1,Competency-Based,8,Female,8,Severe,2,High,Full,6.0,2,1,5.0,3.0,Emerging,Low,Low,Verbal,4,2,4,High,Hands-on,Medium,High,Short,3,1,4,Easy,Easy,Video,Yes,No,10
S456,19,53.7,4,90.7,6,43,29.0,62.7,1,2,0.71,0,0.87,0.18,0.62,72.4,15.2,Adaptive,12,Male,3,Severe,2,Low,Full,1.0,3,3,1.0,5.0,Emerging,Medium,Low,AAC,1,1,1,Low,Mixed,High,Medium,Short,1,3,5,Easy,Easy,Story,Yes,Yes,15
S457,22,39.1,4,84.8,5,32,29.3,87.7,4,1,0.75,1,0.59,0.24,0.58,76.0,8.4,Adaptive,18,Female,5,Mild,4,High,Minimal,9.0,7,10,6.0,9.0,Beginner,High,Medium,Verbal,9,6,7,Low,Audio,Low,Low,Medium,6,6,6,High,Medium,Flashcards,No,No,30
S458,14,23.3,5,61.9,14,9,16.6,83.1,7,1,0.56,0,0.42,0.8,0.89,54.0,14.0,Competency-Based,18,Male,5,Moderate,2,Medium,Partial,6.0,5,5,3.0,4.0,Beginner,Medium,Medium,Verbal,8,7,7,Low,Hands-on,Medium,High,Short,5,8,2,Medium,Easy,Quiz,Yes,Yes,20
S459,20,28.5,6,79.0,17,12,26.8,86.9,0,2,0.53,1,0.81,0.48,0.74,69.1,15.5,Adaptive,17,Female,3,Moderate,2,Medium,Partial,6.0,2,6,5.0,7.0,Beginner,Medium,Medium,Non-verbal,4,4,7,High,Visual,Low,High,Short,6,5,3,Medium,Easy,Story,Yes,Yes,15
S460,5,28.9,2,76.8,10,29,25.0,74.2,6,2,0.47,1,0.84,0.3,0.37,67.4,6.4,Adaptive,17,Male,7,Moderate,2,Medium,Partial,4.0,7,4,6.0,4.0,Emerging,Medium,Medium,Non-verbal,4,6,7,Low,Mixed,Medium,High,Medium,7,5,5,Medium,Easy,Flashcards,Yes,No,20
S461,3,32.9,4,68.1,19,31,14.8,74.0,3,3,0.59,0,0.49,0.8,0.75,54.1,12.5,Competency-Based,18,Female,6,Moderate,2,Medium,Partial,5.0,6,6,2.0,3.0,Beginner,Medium,Medium,Non-verbal,6,6,3,Low,Mixed,Medium,High,Medium,3,7,3,Medium,Easy,Story,Yes,No,20
S462,3,34.2,2,66.5,14,50,13.1,61.7,3,3,0.53,1,0.7,0.78,0.36,50.2,8.9,Competency-Based,13,Female,9,Mild,3,High,Minimal,8.0,6,5,8.0,6.0,Beginner,High,Medium,Non-verbal,4,4,5,Medium,Visual,Medium,Low,Medium,5,5,8,High,Easy,Story,Yes,No,20
S463,21,51.0,3,65.5,15,27,18.1,73.3,5,3,0.53,0,0.51,0.41,0.32,60.5,15.9,Competency-Based,18,Female,3,Moderate,2,Medium,Partial,3.0,4,6,8.0,3.0,Emerging,Medium,Low,AAC,7,2,5,Medium,Hands-on,Low,High,Short,2,5,6,Medium,Easy,Video,Yes,No,20
S464,13,30.7,5,77.8,6,34,25.2,95.3,2,2,0.77,1,0.8,0.28,0.54,74.9,7.8,Adaptive,10,Male,10,Severe,1,Low,Partial,5.0,2,2,3.0,5.0,Emerging,Medium,Low,Verbal,1,1,3,Low,Visual,High,High,Short,1,1,1,Easy,Easy,Video,Yes,Yes,20
S465,7,36.1,3,69.9,9,49,29.1,74.4,3,3,0.79,0,0.55,0.69,0.9,57.2,18.4,Competency-Based,9,Female,7,Mild,4,High,Minimal,8.0,6,8,6.0,4.0,Intermediate,High,High,Non-verbal,5,6,6,High,Mixed,Medium,Medium,Medium,7,7,4,High,Medium,Story,No,No,30
S466,14,43.1,2,87.4,11,51,24.8,91.6,6,3,0.7,1,0.57,0.6,0.4,70.8,11.5,Adaptive,14,Female,4,Moderate,3,Medium,Partial,4.0,6,3,4.0,6.0,Beginner,Medium,Medium,Verbal,4,3,6,Medium,Visual,Low,High,Medium,5,4,2,Medium,Medium,Video,Yes,Yes,20
S467,5,32.0,8,80.1,13,27,26.8,92.0,0,1,0.68,1,0.86,0.58,0.7,69.0,8.0,Adaptive,14,Male,6,Moderate,2,Medium,Full,7.0,5,6,6.0,5.0,Beginner,High,Medium,AAC,2,5,6,High,Audio,Low,High,Short,3,4,2,Easy,Easy,Quiz,Yes,No,20
S468,3,52.6,9,53.1,4,53,21.3,74.2,2,3,0.64,0,0.66,0.73,0.4,49.7,11.6,Competency-Based,12,Male,11,Mild,4,High,Minimal,6.0,7,5,7.0,6.0,Beginner,High,Medium,Non-verbal,7,7,8,High,Mixed,Medium,Medium,Medium,6,6,5,High,Medium,Video,No,Yes,20
S469,3,41.4,2,78.8,17,51,26.4,84.0,7,1,0.38,1,0.77,0.58,0.73,65.4,11.1,Adaptive,14,Male,10,Mild,4,High,Partial,7.0,7,8,7.0,4.0,Beginner,High,Medium,AAC,7,8,5,Low,Audio,Low,Low,Long,6,5,8,High,Medium,Video,Yes,No,20
S470,10,28.2,6,62.2,4,24,25.3,63.6,1,1,0.33,0,0.62,0.3,0.6,58.9,11.4,Competency-Based,17,Male,12,Mild,3,High,Minimal,9.0,8,7,3.0,7.0,Intermediate,High,Medium,Verbal,5,6,5,Low,Hands-on,Low,Medium,Long,9,8,7,High,Medium,Worksheet,No,Yes,30
S471,12,47.1,4,76.7,2,22,16.3,63.9,7,3,0.65,0,0.56,0.59,0.71,58.4,13.8,Competency-Based,10,Male,10,Mild,4,High,Minimal,7.0,6,9,5.0,7.0,Beginner,High,Medium,Verbal,2,6,6,Low,Visual,Medium,Medium,Medium,6,6,8,High,Medium,Video,No,No,30
S472,13,38.7,4,80.6,4,22,20.1,61.8,6,1,0.66,0,0.74,0.31,0.42,65.0,12.8,Adaptive,15,Female,11,Mild,4,High,Minimal,6.0,3,6,6.0,4.0,Intermediate,High,High,Verbal,8,6,4,Low,Audio,Medium,Low,Short,8,5,8,High,Medium,Story,No,Yes,15
S473,14,39.1,3,60.4,16,6,25.7,82.1,6,2,0.32,0,0.49,0.63,0.75,56.6,7.2,Competency-Based,17,Male,6,Mild,3,Low,Minimal,7.0,7,8,8.0,3.0,Intermediate,High,High,Verbal,7,7,10,Low,Audio,Medium,Low,Medium,8,9,8,High,Medium,Worksheet,No,No,20
S474,15,36.6,9,70.6,18,8,9.0,76.2,3,2,0.76,0,0.61,0.53,0.9,61.2,6.0,Competency-Based,11,Female,10,Moderate,2,Medium,Partial,9.0,5,6,2.0,6.0,Beginner,Medium,Medium,Verbal,5,6,4,Medium,Hands-on,Medium,High,Medium,6,5,3,Medium,Easy,Story,Yes,No,30
S475,14,37.4,5,58.6,18,34,25.8,80.8,2,3,0.35,1,0.51,0.15,0.7,65.5,15.9,Adaptive,9,Male,7,Mild,4,High,Minimal,6.0,7,3,6.0,6.0,Beginner,High,Medium,Verbal,6,5,8,Medium,Mixed,Medium,Medium,Medium,3,7,7,High,Medium,Video,Yes,No,25
S476,16,49.4,8,52.4,11,37,11.9,79.8,0,2,0.44,1,0.78,0.46,0.6,56.7,13.4,Competency-Based,13,Female,5,Mild,4,High,Minimal,6.0,7,8,9.0,7.0,Intermediate,High,High,AAC,9,5,7,Medium,Visual,Low,Low,Medium,7,8,9,High,Medium,Story,Yes,No,30
S477,4,19.6,7,67.0,8,40,19.3,73.3,7,1,0.64,1,0.92,0.34,0.85,62.3,10.4,Competency-Based,12,Female,5,Mild,4,High,Minimal,2.0,10,6,7.0,8.0,Intermediate,High,High,Verbal,9,8,4,Low,Audio,Medium,Low,Long,7,8,6,High,Medium,Flashcards,No,Yes,25
S478,21,30.0,9,66.3,0,22,25.8,85.7,5,2,0.38,0,0.95,0.33,0.31,66.1,17.1,Adaptive,13,Male,6,Mild,4,High,Minimal,6.0,4,5,7.0,4.0,Beginner,High,Medium,Verbal,6,7,5,Low,Audio,Low,Low,Medium,3,7,7,High,Medium,Worksheet,Yes,No,25
S479,20,18.4,4,94.8,17,41,13.6,88.8,7,3,0.33,1,0.65,0.52,0.74,74.5,10.8,Adaptive,11,Male,7,Moderate,2,Medium,Partial,5.0,3,6,4.0,4.0,Intermediate,Medium,High,Verbal,4,6,3,Medium,Mixed,Medium,High,Short,7,4,4,Medium,Easy,Quiz,Yes,Yes,15
S480,5,48.9,6,70.1,3,23,13.4,60.6,4,3,0.47,1,0.54,0.33,0.83,60.2,16.9,Competency-Based,15,Male,3,Moderate,2,Medium,Partial,1.0,5,3,1.0,6.0,Beginner,Medium,Low,Verbal,3,4,7,High,Hands-on,Medium,High,Medium,3,9,8,Medium,Easy,Flashcards,Yes,No,20
S481,19,27.3,9,65.0,9,51,16.9,67.9,4,1,0.68,1,0.64,0.64,0.34,54.2,9.6,Competency-Based,15,Female,10,Mild,4,High,Minimal,5.0,8,8,6.0,9.0,Beginner,High,Medium,Verbal,7,6,8,Medium,Hands-on,Medium,Medium,Long,4,8,9,High,Medium,Story,Yes,Yes,30
S482,10,55.4,3,76.1,6,32,27.7,87.1,0,3,0.51,1,0.87,0.15,0.57,74.6,6.1,Adaptive,12,Male,3,Severe,2,Low,Full,2.0,1,1,3.0,3.0,Beginner,Low,Medium,AAC,3,3,3,Medium,Mixed,High,High,Short,5,2,2,Easy,Medium,Flashcards,Yes,Yes,10
S483,12,38.7,3,54.0,0,44,8.0,74.7,0,2,0.63,1,0.51,0.56,0.42,53.8,19.0,Competency-Based,18,Female,7,Mild,4,High,Minimal,3.0,5,7,8.0,7.0,Beginner,Medium,Medium,Non-verbal,5,7,5,Medium,Audio,Low,Medium,Medium,7,9,6,High,Medium,Flashcards,No,Yes,20
S484,4,51.0,7,93.3,16,24,27.8,85.2,4,3,0.59,0,0.92,0.67,0.64,70.1,10.9,Competency-Based,13,Male,12,Moderate,3,Medium,Partial,6.0,4,5,6.0,5.0,Beginner,Medium,Medium,AAC,2,6,4,Medium,Mixed,Medium,High,Short,5,5,6,Medium,Easy,Flashcards,Yes,No,20
S485,21,59.1,6,78.6,1,53,11.4,73.2,5,1,0.31,0,0.59,0.57,0.69,62.5,16.9,Competency-Based,8,Female,9,Mild,5,Low,Partial,9.0,6,8,9.0,7.0,Beginner,High,Medium,Non-verbal,7,7,5,Low,Audio,Medium,Low,Medium,6,9,6,High,Medium,Flashcards,Yes,No,20
